file,title,definition,category,sub_category,def_cluster_400
./full_texts/10.1016/j.procir.2021.01.114/10.1016_j.procir.2021.01.114.json,Polymer Mechanochemistry: Manufacturing Is Now a Force to Be Reckoned With,Digital twin is a system (figure 1) that comprises a real environment with real objects and systems (e.g,manufacturing and industrial engineering,"['digital twin', 'process monitoring', 'predictive maintenance']",61
./full_texts/10.1016/j.arcontrol.2019.01.001/10.1016_j.arcontrol.2019.01.001.json,Towards Data-centric Decision Making for Smart Infrastructure: Data and Its Challenges,"Digital Twin is a distributed network of computing systems providing or consuming web services, a WS mapping has been implemented by using the Constrained application protocol (CoAP), widely used in the Internet of Things domain, into an Enterprise Service Bus implemented into a central server",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'industrial internet', 'product lifecycle', 'process monitoring']",37
./full_texts/10.1016/j.ifset.2022.103143/10.1016_j.ifset.2022.103143.json,AGA poster session,"Digital Twin is a much more sophisticated than that of a simulation model, although this is still a common misconception (Tao and Qi (2019); Lu et al",manufacturing and industrial engineering,manufacturing and industrial engineering,140
./full_texts/10.1016/j.procir.2019.04.176/10.1016_j.procir.2019.04.176.json,Tolerancing: Managing uncertainty from conceptual design to final product,"Digital Twin is a multi-physical, multi-scale and integrated probabilistic simulation of a complex product, using the best available physical models, sensor updates, etc., to reflect the life of its corresponding twin",manufacturing and industrial engineering,"['digital twin', 'product lifecycle']",320
./full_texts/10.1016/j.procir.2019.04.176/10.1016_j.procir.2019.04.176.json,Tolerancing: Managing uncertainty from conceptual design to final product,Digital Twin is a faithful mapping of the physical product and can make communication between customers and designers more transparent and faster by using real-time transmission data,construction and infrastructure,construction and infrastructure,158
./full_texts/10.1016/j.procs.2017.09.003/10.1016_j.procs.2017.09.003.json,The research project “CHARMING PISTOIA”: an integrated HBIM project for preservation and maintenance of heritage structures,"Digital Twin is a digital model of the as-built configuration, or more accurately, each as-built configuration",manufacturing and industrial engineering,['digital twin'],207
./full_texts/10.1016/j.jmsy.2020.01.007/10.1016_j.jmsy.2020.01.007.json,Investigating electrode calendering and its impact on electrochemical performance by means of a new discrete element method model: Towards a digital twin of Li-Ion battery manufacturing,"defined digital twins as simulation environments which are hosted by, or connected to, the cyber part of CPSs",manufacturing and industrial engineering,"['cyberphysical systems', 'smart manufacturing']",214
./full_texts/10.1016/j.iot.2023.100753/10.1016_j.iot.2023.100753.json,"15 E-waste recycling slum in the heart of Accra, Ghana: the dirty secrets","digital twin is a vital part of today's Industry 4.0 because of the virtual entity supported by AI, IIOT, and the abundance of industrial big data in creating a digital representation of physical objects, as well as supporting industrial efficiency [29]",manufacturing and industrial engineering,manufacturing and industrial engineering,211
./full_texts/10.1016/J.ENG.2017.04.009/10.1016_J.ENG.2017.04.009.json,Abstract Book,digital twin is a computerized model of a physical device or system that represents all functional features and links with the working elements,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",73
./full_texts/10.1016/j.aei.2023.102239/10.1016_j.aei.2023.102239.json,Hierarchical Associative Memory Model for Artificial General-Purpose Cognitive Agents,"digital twins is defined as a set of information constructs that provide a comprehensive and detailed description of a physical product, embracing both micro-atomic to the macro-geometrical levels [4]",manufacturing and industrial engineering,['digital twin'],11
./full_texts/10.1016/j.compind.2022.103831/10.1016_j.compind.2022.103831.json,Infrastructural or organizational decentralization? Developing a typology of blockchain ventures,digital twin is a digital representation of a physical object with a fully integrated bidirectional data flow,manufacturing and industrial engineering,manufacturing and industrial engineering,60
./full_texts/10.1016/j.est.2023.108926/10.1016_j.est.2023.108926.json,Editorial Board,"digital twin is a digital mapping that creates a digital version of a clone in a virtual space [138], where the real-time state of the body and the external environment are reproduced on the clone [139,140]",energy and environmental sciences,energy and environmental sciences,19
./full_texts/10.1016/j.jmsy.2022.09.019/10.1016_j.jmsy.2022.09.019.json,Cellular confinement of tunnel sections between two air curtains,"defined digital twin as a simulation process that integrates multiple physical quantities, multiple scales, and multiple probabilities, and builds a virtual model of its complete mapping based on the physical model of the aircraft, using historical data and real-time sensor-perceived data to describe and reflect the whole life cycle process of physical objects [33]",manufacturing and industrial engineering,"['digital twin', 'artificial intelligence', 'machine learning', 'industrial internet', 'process monitoring', 'predictive maintenance']",267
./full_texts/10.1016/j.eswa.2023.122914/10.1016_j.eswa.2023.122914.json,Enabling battery digital twins at the industrial scale,"digital twin is a virtual representation of physical objects, systems, and processes",manufacturing and industrial engineering,manufacturing and industrial engineering,205
./full_texts/10.1016/j.dcan.2022.05.005/10.1016_j.dcan.2022.05.005.json,Editorial Board,"Digital twins is a major digital technology and presents great superiority in industrial manufacturing [16], engineering control [17], smart city [18] and other fields",unkown,unkown,316
./full_texts/10.1016/j.landusepol.2022.106442/10.1016_j.landusepol.2022.106442.json,Immersive technology-enabled digital transformation in transportation fields: A literature overview,digital twin is a virtual representation of a device or a group of devices that resides on a cloud or edge node,manufacturing and industrial engineering,"['digital twin', 'process monitoring', 'reinforcement learning']",113
./full_texts/10.1016/j.landusepol.2022.106442/10.1016_j.landusepol.2022.106442.json,Immersive technology-enabled digital transformation in transportation fields: A literature overview,digital twin is a virtual representation of a physical object or system – but it is much more than a high-tech lookalike,manufacturing and industrial engineering,[],91
./full_texts/10.1016/j.landusepol.2022.106442/10.1016_j.landusepol.2022.106442.json,Immersive technology-enabled digital transformation in transportation fields: A literature overview,"digital twin is a virtual representation of a physical object or system across its lifecycle, using real-time data to enable understanding, learning and reasoning",manufacturing and industrial engineering,[],277
./full_texts/10.1016/j.landusepol.2022.106442/10.1016_j.landusepol.2022.106442.json,Immersive technology-enabled digital transformation in transportation fields: A literature overview,digital twin is a virtual representation of a physical entity or system,manufacturing and industrial engineering,manufacturing and industrial engineering,375
./full_texts/10.1016/j.landusepol.2022.106442/10.1016_j.landusepol.2022.106442.json,Immersive technology-enabled digital transformation in transportation fields: A literature overview,digital twin is a real-time digital replica of a physical device,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",263
./full_texts/10.1016/j.landusepol.2022.106442/10.1016_j.landusepol.2022.106442.json,Immersive technology-enabled digital transformation in transportation fields: A literature overview,digital twin is a set of virtual information constructs that fully describes a potential or actual physical manufactured product from the micro atomic level to the macro geometrical level,construction and infrastructure,construction and infrastructure,11
